-0000454.083262541,-0000858.425381171, 0000254.141653314, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000261.024367166,-0001550.687053691, 0000397.881697113, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000725.335290655,-0000831.450620372,-0000250.967893462, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000505.032398558,-0000215.562521889, 0000005.765127581, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001195.740272702,-0001458.984069167, 0000062.532011001, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000592.446844921,-0000843.020163989, 0000020.784032960, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000254.507472776,-0000419.362051596,-0000018.203564322, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001549.805781574,-0000467.013905822,-0000182.341080958, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001359.474379196,-0000380.128788990,-0000112.814705296, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000235.433251295,-0000045.286168386, 0000093.512852298, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000002.783831618,-0000667.751831898,-0000131.307376592, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000791.878005686,-0000096.119028493,-0000076.187207304, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000719.538027225,-0000614.115994034,-0000085.141977667, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000183.922446646,-0001075.597713070,-0000299.437146354, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000934.579054432,-0001052.094387001, 0000104.375901818, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001193.381495606,-0000062.712757283, 0000098.549462041, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000472.962688855,-0000564.036944692,-0000076.959786970, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001519.253811877,-0000575.333069344,-0000142.784078765, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001384.854760068,-0000521.040676678, 0000063.067966200, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000230.736856514,-0000800.318228951, 0000099.528688084, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000236.965307956,-0000879.974894078, 0000175.761707726, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000963.706385196,-0001120.358240618, 0000076.960112974, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000937.527231669,-0000974.287572166, 0000115.555813868, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000579.215313727,-0000087.229216998,-0000024.070640540, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001359.359538701,-0001283.607670243, 0000127.460045426, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000927.706063313,-0001459.213830171, 0000339.867392103, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001098.418404550,-0000471.989108502, 0000154.534568749, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000507.463976948,-0001006.545296017,-0000070.580282763, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001459.314338061,-0000011.528723830, 0000061.503728752, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001144.887960583,-0001254.970565609,-0000036.778913954, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001348.545541942,-0001434.853065365, 0000039.933890007, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000975.842479216,-0000476.728470095, 0000003.275996313, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001149.515209718,-0001032.660888202, 0000031.243435489, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000300.937166399,-0000190.828747332,-0000339.279522472, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001416.134839546,-0000597.818814865, 0000013.082732002, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000269.097314994,-0000766.387033871, 0000078.630052523, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000633.701163070,-0001211.908940198, 0000056.830862229, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001163.036134728,-0000194.053809761, 0000003.577942505, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001266.414175084,-0000358.720367522,-0000183.831676163, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001468.476182110,-0000347.239088472,-0000039.025275062, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001255.071527704,-0001095.460334542, 0000116.648442240, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001231.292821736,-0000803.285804191,-0000206.964682183, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0000925.746099444,-0000576.562094747, 0000075.085864341, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
-0001244.372732683,-0001530.790282737, 0000393.708493439, 0000001.000000000, 0000001.000000000, 0000001.000000000, 0000001.000000000
